site	site2	source	country	refpath	pages	user	year	month	day	device		Count of source	Column Labels																															
foodeliciouz.com*	NULL	952	218	"[""foodeliciouz.com/chocolate-pancakes-recipe/?utm_source=CTW_0.03&utm_medium=162032""]"	"[""foodeliciouz.com/chocolate-pancakes-recipe/?utm_source=CTW_0.03&utm_medium=162032""]"	29c2d99b-ef97-4b09-bc87-ad900dd027bb	17	4	18	mobile																																		
foodeliciouz.com*	NULL	952	554	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	904f39cb-e1f1-4d7f-ad87-cf2d780d86c9	17	3	28	mobile																																		
foodeliciouz.com*	NULL	5220	376	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	6f4dc6c3-4628-4c0f-b7f8-4afdd688334a	17	4	10	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	5f534eac-1842-44a5-9db8-2bac4983bd57	17	3	21	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	137a98d1-e3b6-4d29-9c99-b6aff01ddc11	17	5	6	mobile																																		
foodeliciouz.com*	NULL	952	275	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	"[""foodeliciouz.com/chocolate-pancakes-recipe"",""foodeliciouz.com/chocolate-pancakes-recipe""]"	afc13b2c-69b4-42dd-8947-4ab022600207	17	5	6	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	2759016e-cc93-4ccc-b1c2-536e72fa41ef	17	4	9	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com"",""foodeliciouz.com""]"	2759016e-cc93-4ccc-b1c2-536e72fa41ef	17	4	9	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	2759016e-cc93-4ccc-b1c2-536e72fa41ef	17	4	9	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	9c7e45a9-52fb-4d30-ba08-5f23845b232f	17	3	24	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com"",""foodeliciouz.com"",""foodeliciouz.com""]"	3a6554d0-8294-4fa3-8e1b-1225c80224bf	17	3	31	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	063a8fc4-0436-4116-b118-dc0a034965ee	17	3	20	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	2d26f4bf-8027-4bd5-9db8-2fba919f4191	17	4	3	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	32a88490-1fb3-4932-91c2-010a674fd934	17	3	26	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	12e12f9b-b45d-4477-a621-e4f9f92ea5ec	17	4	3	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	735be8ff-813d-45ad-a75b-a7bdc86f1565	17	4	7	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	3b0f9619-12c1-4cd3-abaa-0a8f469ada97	17	3	26	mobile																																		
foodeliciouz.com*	NULL	952	642	"[""foodeliciouz.com/warm-spinach-artichoke-cups-recipe""]"	"[""foodeliciouz.com/warm-spinach-artichoke-cups-recipe"",""foodeliciouz.com/warm-spinach-artichoke-cups-recipe/?sxid=5ng10i94p30z""]"	28f2ce3b-46e0-43b4-a179-8f4c6db3cddb	17	5	18	mobile																																		
foodeliciouz.com*	NULL	952	642	"[""foodeliciouz.com/warm-spinach-artichoke-cups-recipe""]"	"[""foodeliciouz.com/warm-spinach-artichoke-cups-recipe"",""foodeliciouz.com/warm-spinach-artichoke-cups-recipe/?sxid=53s47g48asde""]"	28f2ce3b-46e0-43b4-a179-8f4c6db3cddb	17	5	18	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	034dfe2b-37cb-45c7-9438-01becf4ae114	17	4	3	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	034dfe2b-37cb-45c7-9438-01becf4ae114	17	4	3	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	45a0164a-2c37-45fa-8995-bf9c49fcd439	17	3	26	mobile																																		
foodeliciouz.com*	NULL	952	554	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	904f39cb-e1f1-4d7f-ad87-cf2d780d86c9	17	3	25	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	7c828d9e-a8c4-4bfb-99db-503b6dcd584f	17	4	8	mobile																																		
foodeliciouz.com*	NULL	952	380	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	20e2c587-35b8-41ee-a7cc-d577a01d9f2a	17	4	7	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	53e94817-a9f4-429a-94a4-ef6e755a9f02	17	4	7	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	043f6b3d-6943-4d68-8cce-f446248437ec	17	3	26	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	043f6b3d-6943-4d68-8cce-f446248437ec	17	3	26	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	30e71705-043a-4a1f-86b6-7ac378aed3a5	17	4	13	mobile																																		
foodeliciouz.com*	NULL	952	380	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	79ca30ea-d408-4740-9860-c5bba4f97910	17	4	2	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	c5e0a081-1f64-4284-b826-a501663bfcf5	17	3	30	mobile																																		
foodeliciouz.com*	NULL	961	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com"",""foodeliciouz.com/baked-teriyaki-chicken""]"	6d27adf9-d00d-494f-89aa-a2592e54e293	17	4	3	mobile																																		
foodeliciouz.com*	NULL	961	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com"",""foodeliciouz.com/baked-teriyaki-chicken""]"	6d27adf9-d00d-494f-89aa-a2592e54e293	17	4	3	mobile																																		
foodeliciouz.com*	NULL	961	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com"",""foodeliciouz.com/baked-teriyaki-chicken""]"	6d27adf9-d00d-494f-89aa-a2592e54e293	17	4	3	mobile																																		
foodeliciouz.com*	NULL	961	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com"",""foodeliciouz.com/baked-teriyaki-chicken""]"	6d27adf9-d00d-494f-89aa-a2592e54e293	17	4	3	mobile																																		
foodeliciouz.com*	NULL	961	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	6d27adf9-d00d-494f-89aa-a2592e54e293	17	4	3	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	fc27e201-4b8d-4369-ade7-2ef0ccf454c2	17	4	26	mobile																																		
foodeliciouz.com*	NULL	5304	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	c0734fcc-bf78-4f73-a0d2-d5496638c7b6	17	3	26	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	5847eb8b-884b-4e02-b9c8-f6a96e598e9b	17	4	21	mobile																																		
foodeliciouz.com*	NULL	952	70	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	"[""foodeliciouz.com/chocolate-pancakes-recipe"",""foodeliciouz.com/chocolate-pancakes-recipe/?sxid=5ufmv768dbus""]"	a5affca2-7fb6-4ceb-a5b8-bb4201b10e43	17	5	15	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	3892bf0b-8df4-404b-9e4c-7bcab8841a2c	17	4	5	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	02590793-f9a2-4878-bcad-8c8ab349f108	17	4	3	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	15f46358-f6ca-42c8-8a6e-0e679779a38f	17	4	6	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	51313009-b976-498c-b884-2de2c2374591	17	3	19	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com"",""foodeliciouz.com""]"	6f7a3849-28f2-4698-b42e-e328dd0ea4df	17	3	21	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com/crispy-toast-avocado-egg-greens""]"	"[""foodeliciouz.com/crispy-toast-avocado-egg-greens""]"	49a86f9a-f20d-4af5-a77d-e892b2b8439e	17	4	3	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com/crispy-toast-avocado-egg-greens""]"	"[""foodeliciouz.com/crispy-toast-avocado-egg-greens""]"	49a86f9a-f20d-4af5-a77d-e892b2b8439e	17	4	3	mobile																																		
foodeliciouz.com*	NULL	952	180	"[""foodeliciouz.com/chocolate-pancakes-recipe/?utm_source=CTW_0.03&utm_medium=162032""]"	"[""foodeliciouz.com/chocolate-pancakes-recipe/?utm_source=CTW_0.03&utm_medium=162032"",""foodeliciouz.com/chocolate-pancakes-recipe/?utm_source=CTW_0.03&utm_medium=162032&sxid=4j9fr1zepoy9""]"	4c39bf26-fc82-4b29-a86d-ded6364b6e66	17	4	18	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	9b47a273-6754-409e-ab3f-b694ba567d84	17	4	19	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	9b47a273-6754-409e-ab3f-b694ba567d84	17	4	19	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	00b52bce-d017-48ec-a214-8dd0d9ce9f4f	17	3	30	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	734f29e8-cc55-4cd0-a963-6dcc28f22fcd	17	3	26	mobile																																		
foodeliciouz.com*	NULL	952	380	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	20e2c587-35b8-41ee-a7cc-d577a01d9f2a	17	4	3	mobile																																		
foodeliciouz.com*	NULL	952	380	"[""foodeliciouz.com/crispy-toast-avocado-egg-greens""]"	"[""foodeliciouz.com/crispy-toast-avocado-egg-greens"",""foodeliciouz.com""]"	20e2c587-35b8-41ee-a7cc-d577a01d9f2a	17	4	3	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com/?sxid=4rprdkns8z7c""]"	"[""foodeliciouz.com/?sxid=4rprdkns8z7c""]"	98a0d982-379f-4086-8180-918eef76bbae	17	5	7	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com/?sxid=4j6f33v468db""]"	"[""foodeliciouz.com/?sxid=4j6f33v468db""]"	98a0d982-379f-4086-8180-918eef76bbae	17	5	7	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com"",""foodeliciouz.com/?sxid=4scv1f7nk6aj""]"	98a0d982-379f-4086-8180-918eef76bbae	17	5	7	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com"",""foodeliciouz.com/chocolate-pancakes-recipe""]"	c6e06e05-c113-4534-8d51-7d184124f7ca	17	4	11	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	00b52bce-d017-48ec-a214-8dd0d9ce9f4f	17	3	31	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	4dc21e63-4fe9-4954-b7bf-a17c344be9bb	17	4	6	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	4dc21e63-4fe9-4954-b7bf-a17c344be9bb	17	4	6	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	4dc21e63-4fe9-4954-b7bf-a17c344be9bb	17	4	6	mobile																																		
foodeliciouz.com*	NULL	952	380	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	20e2c587-35b8-41ee-a7cc-d577a01d9f2a	17	4	8	mobile																																		
foodeliciouz.com*	NULL	952	380	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	20e2c587-35b8-41ee-a7cc-d577a01d9f2a	17	4	8	mobile																																		
foodeliciouz.com*	NULL	981	40	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	106e0b4a-9c41-4f95-955e-a183104a1223	17	4	9	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	2bfa15c7-6de5-4ac6-9121-84fd11eea326	17	4	4	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	2bfa15c7-6de5-4ac6-9121-84fd11eea326	17	4	4	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	1bd9d86b-1531-4973-bc4f-57f6c4e43a08	17	3	23	mobile																																		
foodeliciouz.com*	NULL	952	8	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	d56eaa90-3923-4805-8433-b6cd59cd4abb	17	4	29	mobile																																		
foodeliciouz.com*	NULL	952	380	"[""foodeliciouz.com""]"	"[""foodeliciouz.com"",""foodeliciouz.com""]"	20e2c587-35b8-41ee-a7cc-d577a01d9f2a	17	4	9	mobile																																		
foodeliciouz.com*	NULL	952	380	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	20e2c587-35b8-41ee-a7cc-d577a01d9f2a	17	4	9	mobile																																		
foodeliciouz.com*	NULL	952	380	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	20e2c587-35b8-41ee-a7cc-d577a01d9f2a	17	4	9	mobile																																		
foodeliciouz.com*	NULL	952	380	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	20e2c587-35b8-41ee-a7cc-d577a01d9f2a	17	4	9	mobile																																		
foodeliciouz.com*	NULL	952	380	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	20e2c587-35b8-41ee-a7cc-d577a01d9f2a	17	4	9	mobile																																		
foodeliciouz.com*	NULL	952	368	"[""foodeliciouz.com/chocolate-pancakes-recipe/?utm_source=CTW_0.03&utm_medium=162032""]"	"[""foodeliciouz.com/chocolate-pancakes-recipe/?utm_source=CTW_0.03&utm_medium=162032"",""foodeliciouz.com/chocolate-pancakes-recipe/?utm_source=CTW_0.03&utm_medium=162032&sxid=41ybp3r9ak9v"",""foodeliciouz.com/chocolate-pancakes-recipe/?utm_source=CTW_0.03&utm_medium=162032"",""foodeliciouz.com/chocolate-pancakes-recipe/?utm_source=CTW_0.03&utm_medium=162032&sxid=41ybp3r9ak9v"",""foodeliciouz.com/chocolate-pancakes-recipe/?utm_source=CTW_0.03&utm_medium=162032"",""foodeliciouz.com/chocolate-pancakes-recipe/?utm_source=CTW_0.03&utm_medium=162032&sxid=41ybp3r9ak9v"",""foodeliciouz.com/chocolate-pancakes-recipe/?utm_source=CTW_0.03&utm_medium=162032"",""foodeliciouz.com/chocolate-pancakes-recipe/?utm_source=CTW_0.03&utm_medium=162032&sxid=41ybp3r9ak9v""]"	7e6c94de-40d7-479f-9c54-7ad2c7cd5e2b	17	4	21	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	37b0617b-2d2d-485c-a5db-53de898ddf0a	17	4	8	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	24d23b9e-7b5e-44dc-8c78-52f3638956c0	17	4	9	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	ef9b139b-ae57-4947-8bd7-7f2713c658f2	17	4	8	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	ef9b139b-ae57-4947-8bd7-7f2713c658f2	17	4	8	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	d0126b1c-51df-4a41-90e6-af508830eb18	17	4	14	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	d741bdf9-dbfc-43f5-afb6-c27f00107d5e	17	4	23	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	d741bdf9-dbfc-43f5-afb6-c27f00107d5e	17	4	23	mobile																																		
foodeliciouz.com*	NULL	952	40	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	9134d30e-98db-46f8-a8ca-1a38ba260cae	17	4	4	mobile																																		
foodeliciouz.com*	NULL	952	108	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	c4bf78b0-fa05-41f5-a43b-cba186076e00	17	4	30	mobile																																		
foodeliciouz.com*	NULL	952	108	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	c4bf78b0-fa05-41f5-a43b-cba186076e00	17	4	30	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	b7c3d4ea-a7df-4bfb-81d9-578e8cf72c6f	17	4	3	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	4ec8f2ed-d083-4e4d-958c-cfec1b7e1a73	17	4	8	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	554a95b8-8daa-4c4e-b473-5c085af33b57	17	4	8	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	38db2d1d-64d3-48ef-b586-528af248d9d0	17	4	5	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	38db2d1d-64d3-48ef-b586-528af248d9d0	17	4	5	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	"[""foodeliciouz.com/chocolate-pancakes-recipe""]"	dba93cfb-33f1-44da-8ed4-ee9bb2953fb9	17	4	21	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	8a5954b1-1497-4c99-9b19-73cd5efdd0db	17	3	26	mobile																																		
foodeliciouz.com*	NULL	952	792	"[""foodeliciouz.com/chocolate-pancakes-recipe/?utm_source=CTW_0.03&utm_medium=162032""]"	"[""foodeliciouz.com/chocolate-pancakes-recipe/?utm_source=CTW_0.03&utm_medium=162032""]"	bf2c7df0-05e6-49ee-923a-496102ff3ad0	17	4	20	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	fd3410d6-d4d7-4c84-8a1b-dcd81c9befda	17	4	6	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	9766b244-a72d-4767-a15f-f0b7021412fc	17	4	4	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	43ef7589-31cb-45e9-8385-258b185032bf	17	3	23	mobile																																		
