country	platform	sitesize	lb	c	ub	month	year			month	4														
Indonesia	Mobile	10000	0.301017722	0.326624876	0.356993841	5	17																		
Thailand	Mobile	1000000	0.228969123	0.248447205	0.271547357	5	17																		
Thailand	Mobile	100000	0.285365459	0.309641098	0.338430942	5	17																		
Thailand	Mobile	10000	0.404258764	0.438648488	0.479433197	5	17																		
Israel	Mobile	1000000	0.119688405	0.12987013	0.141945209	5	17																		
Israel	Mobile	100000	0.140604826	0.152565881	0.166751168	5	17																		
Israel	Mobile	10000	0.280418001	0.304272767	0.332563474	5	17																		
Japan	Mobile	1.00E+07	0.138586575	0.15037594	0.164357611	5	17																		
Japan	Mobile	1000000	0.155653887	0.168895144	0.184598696	5	17																		
Japan	Mobile	100000	0.367293196	0.398538312	0.435593652	5	17																		
Japan	Mobile	10000	0.424444607	0.460551513	0.503372723	5	17																		
Turkey	Mobile	1000000	0.109714372	0.119047619	0.130116442	5	17																		
Turkey	Mobile	100000	0.28707219	0.311493018	0.340455051	5	17																		
Turkey	Mobile	10000	0.456249995	0.495062541	0.541092521	5	17																		
Philippines	Mobile	1000000	0.219428743	0.238095238	0.260232884	5	17																		
Philippines	Mobile	100000	0.194704378	0.211267606	0.230910869	5	17																		
Philippines	Mobile	10000	0.246347511	0.267303948	0.292157364	5	17																		
Portugal	Mobile	1000000	0.18808178	0.204081633	0.223056758	5	17																		
Portugal	Mobile	100000	0.276055516	0.299539171	0.327389757	5	17																		
Portugal	Mobile	10000	0.339553968	0.368439347	0.402696141	5	17																		
UK	Mobile	1.00E+07	0.131657246	0.142857143	0.15613973	5	17																		
UK	Mobile	1000000	0.191818504	0.208136235	0.227488349	5	17																		
UK	Mobile	100000	0.364570663	0.395584177	0.432364846	5	17																		
UK	Mobile	10000	0.342769095	0.37192798	0.406509141	5	17																		
Global	Mobile	1.00E+07	0.249455834	0.270676692	0.295843699	5	17																		
Global	Mobile	1000000	0.224852825	0.243980738	0.266665607	5	17																		
Global	Mobile	100000	0.323032737	0.350512678	0.383102685	5	17																		
Global	Mobile	10000	0.357106923	0.387485507	0.423513178	5	17																		
Austria	Mobile	100000	0.143626087	0.155844156	0.170334251	5	17																		
Austria	Mobile	10000	0.376556215	0.408589323	0.446579187	5	17																		
US	Mobile	1.00E+07	0.253187011	0.274725275	0.300268712	5	17																		
US	Mobile	1000000	0.231567355	0.251266464	0.274628745	5	17																		
US	Mobile	100000	0.335643248	0.364195948	0.398058199	5	17																		
US	Mobile	10000	0.339128742	0.367977948	0.402191843	5	17																		
Russia	Mobile	1.00E+07	0.329143115	0.357142857	0.390349326	5	17																		
Russia	Mobile	1000000	0.312407024	0.338983051	0.370501055	5	17																		
Russia	Mobile	100000	0.307326713	0.333470564	0.364476027	5	17																		
Russia	Mobile	10000	0.389928779	0.423099472	0.462438462	5	17																		
France	Mobile	1000000	0.178793791	0.194003527	0.212041609	5	17																		
France	Mobile	100000	0.293143087	0.318080357	0.347654868	5	17																		
France	Mobile	10000	0.367024036	0.398246255	0.43527444	5	17																		
Brazil	Mobile	1.00E+07	0.329143115	0.357142857	0.390349326	5	17																		
Brazil	Mobile	1000000	0.303824414	0.32967033	0.360322454	5	17																		
Brazil	Mobile	100000	0.245200576	0.266059444	0.290797149	5	17																		
Brazil	Mobile	10000	0.34536002	0.374739312	0.409581865	5	17																		
Germany	Mobile	1.00E+07	0.18808178	0.204081633	0.223056758	5	17																		
Germany	Mobile	1000000	0.121263253	0.131578947	0.143812909	5	17																		
Germany	Mobile	100000	0.258791915	0.280806979	0.306915882	5	17																		
Germany	Mobile	10000	0.359687596	0.390285714	0.426573743	5	17																		
Greece	Mobile	100000	0.069906502	0.07585335	0.082906051	5	17																		
Greece	Mobile	10000	0.265527219	0.288115246	0.314903658	5	17																		
Spain	Mobile	1000000	0.047875362	0.051948052	0.056778084	5	17																		
Spain	Mobile	100000	0.185195615	0.200949945	0.219633892	5	17																		
Spain	Mobile	10000	0.362612055	0.393458952	0.430042023	5	17																		
Hungary	Mobile	1000000	0.232336316	0.25210084	0.2755407	5	17																		
Hungary	Mobile	100000	0.27880358	0.302521008	0.330648841	5	17																		
Hungary	Mobile	10000	0.336877548	0.365535248	0.399522025	5	17																		
India	Mobile	1.00E+07	0.197485869	0.214285714	0.234209595	5	17																		
India	Mobile	1000000	0.148017022	0.160608622	0.175541709	5	17																		
Canada	Desktop	1000000	0.712503014	0.765957447	0.828083096	4	17																		
Canada	Desktop	100000	0.576875825	0.620155039	0.670454876	4	17																		
Canada	Desktop	10000	0.539756367	0.580250751	0.627314012	4	17																		
Spain	Desktop	1.00E+07	0.826855349	0.888888889	0.93	4	17																		
Spain	Desktop	1000000	0.816771747	0.87804878	0.93	4	17																		
Spain	Desktop	100000	0.63872886	0.686648501	0.742341522	4	17																		
Spain	Desktop	10000	0.458621107	0.493028444	0.533017235	4	17																		
Netherlands	Desktop	1000000	0.568463053	0.611111111	0.660677409	4	17																		
Netherlands	Desktop	100000	0.433114707	0.465608466	0.503373264	4	17																		
Netherlands	Desktop	10000	0.338804146	0.364222401	0.393763929	4	17																		
Hong Kong	Desktop	1000000	0.87	0.9	0.93	4	17																		
Hong Kong	Desktop	100000	0.656620424	0.705882353	0.763135403	4	17																		
Hong Kong	Desktop	10000	0.588284927	0.632420091	0.683714728	4	17																		
Hungary	Desktop	1.00E+07	0.87	0.9	0.93	4	17																		
Hungary	Desktop	1000000	0.87	0.9	0.93	4	17																		
Hungary	Desktop	100000	0.817240752	0.878552972	0.93	4	17																		
Hungary	Desktop	10000	0.574664468	0.617777778	0.667884799	4	17																		
Chile	Desktop	1.00E+07	0.87	0.9	0.93	4	17																		
Chile	Desktop	1000000	0.87	0.9	0.93	4	17																		
Chile	Desktop	100000	0.761577295	0.81871345	0.885118059	4	17																		
Chile	Desktop	10000	0.556490624	0.598240469	0.646762848	4	17																		
Sweden	Desktop	1000000	0.516784593	0.555555556	0.600615826	4	17																		
Sweden	Desktop	100000	0.360082168	0.387096774	0.418493608	4	17																		
Sweden	Desktop	10000	0.36627806	0.393757503	0.425694578	4	17																		
New Zealand	Desktop	1000000	0.413427675	0.444444444	0.480492661	4	17																		
New Zealand	Desktop	100000	0.496113209	0.533333333	0.576591193	4	17																		
New Zealand	Desktop	10000	0.384252916	0.413080895	0.446585261	4	17																		
India	Desktop	1.00E+07	0.789271015	0.848484848	0.917304171	4	17																		
India	Desktop	1000000	0.746107756	0.802083333	0.867139099	4	17																		
India	Desktop	100000	0.614826013	0.660952381	0.714561229	4	17																		
India	Desktop	10000	0.56412873	0.606451613	0.655639986	4	17																		
Switzerland	Desktop	1000000	0.676518013	0.727272727	0.786260718	4	17																		
Switzerland	Desktop	100000	0.600961877	0.64604811	0.698448095	4	17																		
Switzerland	Desktop	10000	0.433945177	0.466501241	0.50433845	4	17																		
Taiwan	Desktop	1.00E+07	0.87	0.9	0.93	4	17																		
Taiwan	Desktop	1000000	0.620141512	0.666666667	0.720738991	4	17																		
Taiwan	Desktop	100000	0.5981896	0.643067847	0.695226107	4	17																		
Taiwan	Desktop	10000	0.525580927	0.56501182	0.610839074	4	17																		
Indonesia	Desktop	1.00E+07	0.826855349	0.888888889	0.93	4	17																		
Indonesia	Desktop	1000000	0.702827047	0.755555556	0.816837523	4	17																		
Indonesia	Desktop	100000	0.622736246	0.669456067	0.723754636	4	17																		
Indonesia	Desktop	10000	0.557103669	0.598899508	0.647475341	4	17																		
Thailand	Desktop	1.00E+07	0.87	0.9	0.93	4	17																		
Thailand	Desktop	1000000	0.87	0.962962963	0.93	4	17																		
Thailand	Desktop	100000	0.536951797	0.577235772	0.624054492	4	17																		
Thailand	Desktop	10000	0.444629763	0.477987421	0.516756258	4	17																		
Iraq	Desktop	100000	0.689046124	0.740740741	0.800821101	4	17																		
Iraq	Desktop	10000	0.498431496	0.535825545	0.579285544	4	17																		
Colombia	Desktop	1.00E+07	0.87	0.9	0.93	4	17																		
Colombia	Desktop	1000000	0.87	0.9	0.93	4	17																		
Colombia	Desktop	100000	0.75053024	0.806837607	0.872278984	4	17																		
Colombia	Desktop	10000	0.617263825	0.663573086	0.717394495	4	17																		
Ireland	Desktop	1000000	0.826855349	0.888888889	0.93	4	17																		
Ireland	Desktop	100000	0.48532814	0.52173913	0.564056602	4	17																		
Ireland	Desktop	10000	0.482858276	0.519083969	0.561186085	4	17																		
Israel	Desktop	1000000	0.845647516	0.909090909	0.93	4	17																		
Israel	Desktop	100000	0.557646631	0.599483204	0.64810638	4	17																		
Israel	Desktop	10000	0.43774695	0.470588235	0.508756935	4	17																		
Norway	Desktop	1000000	0.413427675	0.444444444	0.480492661	4	17																		
Norway	Desktop	100000	0.342709783	0.368421053	0.398303127	4	17																		
Norway	Desktop	10000	0.296901728	0.319176319	0.345064227	4	17																		
Italy	Desktop	1.00E+07	0.620141512	0.666666667	0.720738991	4	17																		
Italy	Desktop	1000000	0.704706263	0.757575758	0.819021581	4	17																		
Italy	Desktop	100000	0.602862027	0.648090815	0.700656481	4	17																		
Italy	Desktop	10000	0.484555016	0.520908005	0.563158065	4	17																		
UAE	Desktop	1000000	0.87	0.9	0.93	4	17																		
UAE	Desktop	100000	0.699068613	0.751515152	0.812469408	4	17																		
UAE	Desktop	10000	0.565994065	0.608456892	0.65780791	4	17																		
Pakistan	Desktop	1000000	0.87	0.9	0.93	4	17																		
Pakistan	Desktop	100000	0.698550209	0.750957854	0.81186691	4	17																		
Pakistan	Desktop	10000	0.667844705	0.717948718	0.776180452	4	17																		
Croatia	Desktop	1.00E+07	0.87	0.9	0.93	4	17																		
Croatia	Desktop	1000000	0.87	0.9	0.93	4	17																		
Croatia	Desktop	100000	0.663407199	0.713178295	0.771023107	4	17																		
Croatia	Desktop	10000	0.522224431	0.561403509	0.606938098	4	17																		
Japan	Desktop	1.00E+07	0.689046124	0.740740741	0.800821101	4	17																		
Japan	Desktop	1000000	0.57074971	0.613569322	0.663335001	4	17																		
Japan	Desktop	100000	0.470452181	0.505747126	0.546767511	4	17																		
Japan	Desktop	10000	0.39363143	0.423163017	0.457485129	4	17																		
Turkey	Desktop	1.00E+07	0.77517689	0.833333333	0.900923739	4	17																		
Turkey	Desktop	1000000	0.635266915	0.682926829	0.738317991	4	17																		
Turkey	Desktop	100000	0.501041486	0.538631347	0.58231892	4	17																		
Turkey	Desktop	10000	0.298606403	0.321008885	0.34704543	4	17																		
Czech Republic	Desktop	1000000	0.757950737	0.814814815	0.880903212	4	17																		
Czech Republic	Desktop	100000	0.591072378	0.635416667	0.686954351	4	17																		
Czech Republic	Desktop	10000	0.45802983	0.492392808	0.532330043	4	17																		
Peru	Desktop	1.00E+07	0.87	0.9	0.93	4	17																		
Peru	Desktop	1000000	0.87	0.9	0.93	4	17																		
Peru	Desktop	100000	0.87	0.942857143	0.93	4	17																		
Peru	Desktop	10000	0.693209545	0.745216516	0.8056599	4	17																		
Ukraine	Desktop	1.00E+07	0.87	0.9	0.93	4	17																		
Ukraine	Desktop	1000000	0.87	0.9	0.93	4	17																		
Ukraine	Desktop	100000	0.87	0.950943396	0.93	4	17																		
Ukraine	Desktop	10000	0.802409191	0.862608696	0.93	4	17																		
Denmark	Desktop	1000000	0.248056605	0.266666667	0.288295597	4	17																		
Denmark	Desktop	100000	0.252260954	0.271186441	0.293181963	4	17																		
Denmark	Desktop	10000	0.336265338	0.361493124	0.390813284	4	17																		
Philippines	Desktop	1000000	0.442958223	0.476190476	0.514813565	4	17																		
Philippines	Desktop	100000	0.528268695	0.567901235	0.613962844	4	17																		
Philippines	Desktop	10000	0.554197355	0.595775152	0.644097573	4	17																		
Kuwait	Desktop	100000	0.620141512	0.666666667	0.720738991	4	17																		
Kuwait	Desktop	10000	0.512898995	0.551378446	0.596099918	4	17																		
Poland	Desktop	1.00E+07	0.826855349	0.888888889	0.93	4	17																		
Poland	Desktop	1000000	0.801413646	0.861538462	0.93	4	17																		
Poland	Desktop	100000	0.610994882	0.656833825	0.710108623	4	17																		
Poland	Desktop	10000	0.440127626	0.473147519	0.511523798	4	17																		
Egypt	Desktop	1.00E+07	0.87	0.9	0.93	4	17																		
Egypt	Desktop	1000000	0.689046124	0.740740741	0.800821101	4	17																		
Egypt	Desktop	100000	0.581033489	0.624624625	0.675286983	4	17																		
Egypt	Desktop	10000	0.419052541	0.450491308	0.487029976	4	17																		
Portugal	Desktop	1000000	0.77517689	0.833333333	0.900923739	4	17																		
Portugal	Desktop	100000	0.555174306	0.596825397	0.645233002	4	17																		
Portugal	Desktop	10000	0.456946377	0.49122807	0.531070836	4	17																		
UK	Desktop	1.00E+07	0.531549867	0.571428571	0.617776278	4	17																		
UK	Desktop	1000000	0.670037955	0.720306513	0.778729485	4	17																		
UK	Desktop	100000	0.523969834	0.563279857	0.608966634	4	17																		
UK	Desktop	10000	0.451563561	0.485441416	0.524814835	4	17																		
Argentina	Desktop	1.00E+07	0.87	0.9	0.93	4	17																		
Argentina	Desktop	1000000	0.87	0.9	0.93	4	17																		
Argentina	Desktop	100000	0.696597315	0.748858447	0.809597223	4	17																		
Argentina	Desktop	10000	0.491655533	0.528541226	0.571410405	4	17																		
Qatar	Desktop	100000	0.77517689	0.833333333	0.900923739	4	17																		
Qatar	Desktop	10000	0.481202703	0.517304189	0.55926195	4	17																		
Australia	Desktop	1000000	0.496113209	0.533333333	0.576591193	4	17																		
Australia	Desktop	100000	0.53643095	0.576675849	0.623449155	4	17																		
Australia	Desktop	10000	0.470207441	0.505484025	0.546483069	4	17																		
Austria	Desktop	1000000	0.413427675	0.444444444	0.480492661	4	17																		
Austria	Desktop	100000	0.413427675	0.444444444	0.480492661	4	17																		
Austria	Desktop	10000	0.397906499	0.427758817	0.462453687	4	17																		
US	Desktop	1.00E+07	0.761577295	0.81871345	0.885118059	4	17																		
US	Desktop	1000000	0.618250837	0.664634146	0.718541616	4	17																		
US	Desktop	100000	0.536320554	0.576557171	0.623320851	4	17																		
US	Desktop	10000	0.496570328	0.533824747	0.577122464	4	17																		
Romania	Desktop	1000000	0.87	0.9	0.93	4	17																		
Romania	Desktop	100000	0.745845872	0.801801802	0.866834733	4	17																		
Romania	Desktop	10000	0.502543053	0.540245566	0.584064067	4	17																		
Russia	Desktop	1.00E+07	0.87	0.9	0.93	4	17																		
Russia	Desktop	1000000	0.87	0.937799043	0.93	4	17																		
Russia	Desktop	100000	0.710343914	0.763636364	0.825573754	4	17																		
Russia	Desktop	10000	0.655910415	0.705119076	0.762310217	4	17																		
Finland	Desktop	1000000	0.413427675	0.444444444	0.480492661	4	17																		
Finland	Desktop	100000	0.369908972	0.397660819	0.429914486	4	17																		
Finland	Desktop	10000	0.314698678	0.338308458	0.365748145	4	17																		
France	Desktop	1.00E+07	0.744169814	0.8	0.86488679	4	17																		
France	Desktop	1000000	0.780918941	0.839506173	0.907597248	4	17																		
France	Desktop	100000	0.666196926	0.716177317	0.774265376	4	17																		
France	Desktop	10000	0.494007155	0.531069275	0.574143501	4	17																		
Belgium	Desktop	1000000	0.826855349	0.888888889	0.93	4	17																		
Belgium	Desktop	100000	0.5545981	0.596205962	0.644563326	4	17																		
Belgium	Desktop	10000	0.458059071	0.492424242	0.532364028	4	17																		
Malaysia	Desktop	1.00E+07	0.87	0.9	0.93	4	17																		
Malaysia	Desktop	1000000	0.87	0.962962963	0.93	4	17																		
Malaysia	Desktop	100000	0.677259809	0.728070175	0.787122846	4	17																		
Malaysia	Desktop	10000	0.62160411	0.668238994	0.722438847	4	17																		
Venezuela	Desktop	1.00E+07	0.87	0.9	0.93	4	17																		
Venezuela	Desktop	1000000	0.87	0.9	0.93	4	17																		
Venezuela	Desktop	100000	0.690612138	0.742424242	0.802641149	4	17																		
Venezuela	Desktop	10000	0.54796987	0.58908046	0.636859885	4	17																		
Brazil	Desktop	1.00E+07	0.87	0.9	0.93	4	17																		
Brazil	Desktop	1000000	0.807432572	0.868008949	0.93	4	17																		
Brazil	Desktop	100000	0.644124885	0.692449355	0.748612875	4	17																		
Brazil	Desktop	10000	0.543233741	0.58398901	0.631355475	4	17																		
Germany	Desktop	1.00E+07	0.708733156	0.761904762	0.823701704	4	17																		
Germany	Desktop	1000000	0.841111476	0.904214559	0.93	4	17																		
Germany	Desktop	100000	0.593268713	0.637777778	0.689506968	4	17																		
Germany	Desktop	10000	0.430318954	0.462602965	0.500123992	4	17																		
Saudi Arabia	Desktop	1000000	0.789271015	0.848484848	0.917304171	4	17																		
Saudi Arabia	Desktop	100000	0.586067802	0.63003663	0.681137948	4	17																		
Saudi Arabia	Desktop	10000	0.587764646	0.631860776	0.683110048	4	17																		
Mexico	Desktop	1.00E+07	0.87	0.9	0.93	4	17																		
Mexico	Desktop	1000000	0.817459266	0.878787879	0.93	4	17																		
Mexico	Desktop	100000	0.749938572	0.80620155	0.871591338	4	17																		
Mexico	Desktop	10000	0.524629665	0.563989192	0.609733502	4	17																		
Serbia	Desktop	1000000	0.87	0.9	0.93	4	17																		
Serbia	Desktop	100000	0.860196291	0.924731183	0.93	4	17																		
Serbia	Desktop	10000	0.592038422	0.636455186	0.688077103	4	17																		
Bulgaria	Desktop	1.00E+07	0.87	0.9	0.93	4	17																		
Bulgaria	Desktop	1000000	0.852694579	0.916666667	0.93	4	17																		
Bulgaria	Desktop	100000	0.569071034	0.611764706	0.661384016	4	17																		
Bulgaria	Desktop	10000	0.413427675	0.444444444	0.480492661	4	17																		
Greece	Desktop	1000000	0.593178837	0.637681159	0.689402513	4	17																		
Greece	Desktop	100000	0.663044384	0.71278826	0.770601437	4	17																		
Greece	Desktop	10000	0.579342728	0.622807018	0.673321952	4	17																		
Singapore	Desktop	1000000	0.354366578	0.380952381	0.411850852	4	17																		
Singapore	Desktop	100000	0.531549867	0.571428571	0.617776278	4	17																		
Singapore	Desktop	10000	0.495193346	0.532344458	0.575522112	4	17																		
Slovakia	Desktop	1.00E+07	0.87	0.9	0.93	4	17																		
Slovakia	Desktop	1000000	0.620141512	0.666666667	0.720738991	4	17																		
Slovakia	Desktop	100000	0.630652385	0.677966102	0.732954906	4	17																		
Slovakia	Desktop	10000	0.395748202	0.425438596	0.459945277	4	17																		
Morocco	Desktop	1000000	0.87	0.9	0.93	4	17																		
Morocco	Desktop	100000	0.632797461	0.680272109	0.73544795	4	17																		
Morocco	Desktop	10000	0.514834463	0.553459119	0.598349351	4	17																		
Viet Nam	Desktop	1.00E+07	0.87	0.9	0.93	4	17																		
Viet Nam	Desktop	1000000	0.833632852	0.896174863	0.93	4	17																		
Viet Nam	Desktop	100000	0.522793716	0.562015504	0.607599731	4	17																		
Viet Nam	Desktop	10000	0.396930162	0.426709231	0.461318971	4	17																		
South Africa	Desktop	1.00E+07	0.87	0.9	0.93	4	17																		
South Africa	Desktop	1000000	0.763251092	0.820512821	0.887063374	4	17																		
South Africa	Desktop	100000	0.548335653	0.589473684	0.637285003	4	17																		
South Africa	Desktop	10000	0.459760086	0.494252874	0.534340976	4	17																		
India	Mobile	100000	0.17615041	0.191135278	0.208906675	4	17																		
India	Mobile	10000	0.280724403	0.304605233	0.332926853	4	17																		
Indonesia	Mobile	1000000	0.062693927	0.068027211	0.074352253	4	17																		
Indonesia	Mobile	100000	0.13482971	0.146299484	0.159902133	4	17																		
Indonesia	Mobile	10000	0.285922302	0.31024531	0.339091333	4	17																		
Thailand	Mobile	1.00E+07	0.329143115	0.357142857	0.390349326	4	17																		
Thailand	Mobile	1000000	0.292571658	0.317460317	0.346977178	4	17																		
Thailand	Mobile	100000	0.335353362	0.363881402	0.397714407	4	17																		
Thailand	Mobile	10000	0.435083528	0.472095472	0.515990018	4	17																		
Israel	Mobile	1000000	0.154890878	0.168067227	0.1836938	4	17																		
Israel	Mobile	100000	0.219428743	0.238095238	0.260232884	4	17																		
Israel	Mobile	10000	0.306599066	0.332681018	0.36361307	4	17																		
Japan	Mobile	1.00E+07	0.105325797	0.114285714	0.124911784	4	17																		
Japan	Mobile	1000000	0.151912207	0.164835165	0.180161227	4	17																		
Japan	Mobile	100000	0.353298169	0.383352748	0.418996163	4	17																		
Japan	Mobile	10000	0.440288855	0.477743609	0.522163308	4	17																		
Turkey	Mobile	1.00E+07	0.438857487	0.476190476	0.520465768	4	17																		
Turkey	Mobile	1000000	0.384616674	0.417335474	0.456138538	4	17																		
Turkey	Mobile	100000	0.375573962	0.407523511	0.445414278	4	17																		
Turkey	Mobile	10000	0.490039377	0.531726338	0.581165249	4	17																		
Philippines	Mobile	1.00E+07	0.87	0.9	0.93	4	17																		
Philippines	Mobile	1000000	0.309781755	0.336134454	0.367387601	4	17																		
Philippines	Mobile	100000	0.223731268	0.242763772	0.265335489	4	17																		
Philippines	Mobile	10000	0.234994627	0.254985289	0.27869334	4	17																		
Portugal	Mobile	1000000	0.329143115	0.357142857	0.390349326	4	17																		
Portugal	Mobile	100000	0.308825639	0.335097002	0.366253688	4	17																		
Portugal	Mobile	10000	0.39389258	0.427400468	0.467139357	4	17																		
UK	Mobile	1.00E+07	0.219428743	0.238095238	0.260232884	4	17																		
UK	Mobile	1000000	0.211862235	0.229885057	0.251259336	4	17																		
UK	Mobile	100000	0.35340687	0.383470696	0.419125077	4	17																		
UK	Mobile	10000	0.329791582	0.357846488	0.391118379	4	17																		
Global	Mobile	1.00E+07	0.294233997	0.319264069	0.34894864	4	17																		
Global	Mobile	1000000	0.252136047	0.273584906	0.299022314	4	17																		
Global	Mobile	100000	0.332986914	0.361313643	0.394907903	4	17																		
Global	Mobile	10000	0.372533732	0.404224653	0.441808698	4	17																		
Austria	Mobile	100000	0.158623188	0.17211704	0.188120157	4	17																		
Austria	Mobile	10000	0.360736259	0.391423585	0.427817411	4	17																		
US	Mobile	1.00E+07	0.266273082	0.288924559	0.315788219	4	17																		
US	Mobile	1000000	0.25944696	0.281517748	0.307692737	4	17																		
US	Mobile	100000	0.354707629	0.384882108	0.42066772	4	17																		
US	Mobile	10000	0.36414016	0.395117052	0.431854289	4	17																		
Russia	Mobile	1.00E+07	0.219428743	0.238095238	0.260232884	4	17																		
Russia	Mobile	1000000	0.336979856	0.365646259	0.399643357	4	17																		
Russia	Mobile	100000	0.300488303	0.32605042	0.356365973	4	17																		
Russia	Mobile	10000	0.398102405	0.431968417	0.472132025	4	17																		
France	Mobile	1000000	0.173613951	0.188383046	0.205898545	4	17																		
France	Mobile	100000	0.344052037	0.37332006	0.408030654	4	17																		
France	Mobile	10000	0.414993347	0.450296248	0.492163942	4	17																		
Brazil	Mobile	1.00E+07	0.292571658	0.317460317	0.346977178	4	17																		
Brazil	Mobile	1000000	0.306931003	0.333041192	0.364006733	4	17																		
Brazil	Mobile	100000	0.283659742	0.307790278	0.336408037	4	17																		
Brazil	Mobile	10000	0.397953522	0.431806869	0.471955456	4	17																		
Germany	Mobile	1.00E+07	0.202549609	0.21978022	0.24021497	4	17																		
Germany	Mobile	1000000	0.147778541	0.160349854	0.175258881	4	17																		
Germany	Mobile	100000	0.241593263	0.262145262	0.286519034	4	17																		
Germany	Mobile	10000	0.384355747	0.41705235	0.45582909	4	17																		
Greece	Mobile	1000000	0.138586575	0.15037594	0.164357611	4	17																		
Greece	Mobile	100000	0.137142965	0.148809524	0.162645552	4	17																		
Greece	Mobile	10000	0.254820476	0.276497696	0.30220593	4	17																		
Spain	Mobile	1000000	0.07979227	0.086580087	0.09463014	4	17																		
Spain	Mobile	100000	0.225128191	0.24427953	0.266992179	4	17																		
Spain	Mobile	10000	0.367784655	0.399071578	0.4361765	4	17																		
Hungary	Mobile	1000000	0.263314492	0.285714286	0.312279461	4	17																		
Hungary	Mobile	100000	0.263314492	0.285714286	0.312279461	4	17																		
Hungary	Mobile	10000	0.378869773	0.411099692	0.449322965	4	17																		
India	Mobile	1.00E+07	0.125387853	0.136054422	0.148704505	4	17																		
India	Mobile	1000000	0.167077723	0.18129079	0.198146866	4	17																		
